,Item ID,Month,Product,Product Type,Species,Anticoagulant,Gender,Forecast
6202,8620853,2026-02-01,"GLANDS, TISSUES & ORGANS",ABATTOIR-SYNOVIAL FLUID,BOVINE,NONE,GENDER UNSPECIFIED,0.21319835164835166
6203,8620853,2026-03-01,"GLANDS, TISSUES & ORGANS",ABATTOIR-SYNOVIAL FLUID,BOVINE,NONE,GENDER UNSPECIFIED,0.21319835164835166
6204,8620853,2026-04-01,"GLANDS, TISSUES & ORGANS",ABATTOIR-SYNOVIAL FLUID,BOVINE,NONE,GENDER UNSPECIFIED,0.21539835164835167
6518,8200811,2025-05-01,WHOLE BLOOD,ABATTOIR,BOVINE,NA-HEPARIN,GENDER UNSPECIFIED,13.431420634920636
6519,8200811,2025-06-01,WHOLE BLOOD,ABATTOIR,BOVINE,NA-HEPARIN,GENDER UNSPECIFIED,16.805134920634924
6520,8200811,2025-07-01,WHOLE BLOOD,ABATTOIR,BOVINE,NA-HEPARIN,GENDER UNSPECIFIED,17.650849206349207
6521,8200811,2025-08-01,WHOLE BLOOD,ABATTOIR,BOVINE,NA-HEPARIN,GENDER UNSPECIFIED,19.612268398268398
6522,8200811,2025-09-01,WHOLE BLOOD,ABATTOIR,BOVINE,NA-HEPARIN,GENDER UNSPECIFIED,24.556030303030298
6523,8200811,2025-10-01,WHOLE BLOOD,ABATTOIR,BOVINE,NA-HEPARIN,GENDER UNSPECIFIED,33.4292113997114
6524,8200811,2025-11-01,WHOLE BLOOD,ABATTOIR,BOVINE,NA-HEPARIN,GENDER UNSPECIFIED,16.32083982683983
6525,8200811,2025-12-01,WHOLE BLOOD,ABATTOIR,BOVINE,NA-HEPARIN,GENDER UNSPECIFIED,19.694554112554112
6526,8200811,2026-01-01,WHOLE BLOOD,ABATTOIR,BOVINE,NA-HEPARIN,GENDER UNSPECIFIED,19.612268398268398
6527,8200811,2026-02-01,WHOLE BLOOD,ABATTOIR,BOVINE,NA-HEPARIN,GENDER UNSPECIFIED,24.556030303030298
6528,8200811,2026-03-01,WHOLE BLOOD,ABATTOIR,BOVINE,NA-HEPARIN,GENDER UNSPECIFIED,38.372973304473305
6529,8200811,2026-04-01,WHOLE BLOOD,ABATTOIR,BOVINE,NA-HEPARIN,GENDER UNSPECIFIED,30.459568542568544
6602,8204906,2025-05-01,WHOLE BLOOD,ABATTOIR,PORCINE,NA-CITRATE,GENDER UNSPECIFIED,1.6446047841047844
6603,8204906,2025-06-01,WHOLE BLOOD,ABATTOIR,PORCINE,NA-CITRATE,GENDER UNSPECIFIED,1.7033428793428798
6604,8204906,2025-07-01,WHOLE BLOOD,ABATTOIR,PORCINE,NA-CITRATE,GENDER UNSPECIFIED,3.0104907869907866
6605,8204906,2025-08-01,WHOLE BLOOD,ABATTOIR,PORCINE,NA-CITRATE,GENDER UNSPECIFIED,3.529351537351537
6606,8204906,2025-09-01,WHOLE BLOOD,ABATTOIR,PORCINE,NA-CITRATE,GENDER UNSPECIFIED,6.338521090021089
6607,8204906,2025-10-01,WHOLE BLOOD,ABATTOIR,PORCINE,NA-CITRATE,GENDER UNSPECIFIED,6.839433788433787
6608,8204906,2025-11-01,WHOLE BLOOD,ABATTOIR,PORCINE,NA-CITRATE,GENDER UNSPECIFIED,1.5891206571206573
6609,8204906,2025-12-01,WHOLE BLOOD,ABATTOIR,PORCINE,NA-CITRATE,GENDER UNSPECIFIED,1.7033428793428798
6610,8204906,2026-01-01,WHOLE BLOOD,ABATTOIR,PORCINE,NA-CITRATE,GENDER UNSPECIFIED,3.889114885114885
6611,8204906,2026-02-01,WHOLE BLOOD,ABATTOIR,PORCINE,NA-CITRATE,GENDER UNSPECIFIED,3.887749805749806
6612,8204906,2026-03-01,WHOLE BLOOD,ABATTOIR,PORCINE,NA-CITRATE,GENDER UNSPECIFIED,2.78216539016539
6613,8204906,2026-04-01,WHOLE BLOOD,ABATTOIR,PORCINE,NA-CITRATE,GENDER UNSPECIFIED,6.3198861693861685
8224,7248508,2025-05-01,WASHED CELLS,10%,RHESUS,ALSEVERS,GENDER UNSPECIFIED,0.7893232878232879
8225,7248508,2025-06-01,WASHED CELLS,10%,RHESUS,ALSEVERS,GENDER UNSPECIFIED,0.9706091797091797
8226,7248508,2025-07-01,WASHED CELLS,10%,RHESUS,ALSEVERS,GENDER UNSPECIFIED,0.8569021423021423
8227,7248508,2025-08-01,WASHED CELLS,10%,RHESUS,ALSEVERS,GENDER UNSPECIFIED,0.7973121767121768
8228,7248508,2025-09-01,WASHED CELLS,10%,RHESUS,ALSEVERS,GENDER UNSPECIFIED,0.9113046065046063
8229,7248508,2025-10-01,WASHED CELLS,10%,RHESUS,ALSEVERS,GENDER UNSPECIFIED,0.9676091797091799
8230,7248508,2025-11-01,WASHED CELLS,10%,RHESUS,ALSEVERS,GENDER UNSPECIFIED,0.8604021423021425
8231,7248508,2025-12-01,WASHED CELLS,10%,RHESUS,ALSEVERS,GENDER UNSPECIFIED,0.7928232878232879
8232,7248508,2026-01-01,WASHED CELLS,10%,RHESUS,ALSEVERS,GENDER UNSPECIFIED,0.9627000888000887
8233,7248508,2026-02-01,WASHED CELLS,10%,RHESUS,ALSEVERS,GENDER UNSPECIFIED,0.9112110001110005
8234,7248508,2026-03-01,WASHED CELLS,10%,RHESUS,ALSEVERS,GENDER UNSPECIFIED,0.7815405039405043
8235,7248508,2026-04-01,WASHED CELLS,10%,RHESUS,ALSEVERS,GENDER UNSPECIFIED,0.7928232878232879
8390,8204905,2025-05-01,WHOLE BLOOD,ABATTOIR,PORCINE,CPDA-1,GENDER UNSPECIFIED,8.0
8391,8204905,2025-06-01,WHOLE BLOOD,ABATTOIR,PORCINE,CPDA-1,GENDER UNSPECIFIED,8.0
13516,7720113,2025-05-01,WASHED CELLS,5%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED,1.0220791378066374
13517,7720113,2025-06-01,WASHED CELLS,5%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED,1.024062867132867
13518,7720113,2025-07-01,WASHED CELLS,5%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED,0.777302748085248
13519,7720113,2025-08-01,WASHED CELLS,5%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED,0.8042393896136545
13520,7720113,2025-09-01,WASHED CELLS,5%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED,0.7749812899355547
13521,7720113,2025-10-01,WASHED CELLS,5%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED,0.7913505340247988
13522,7720113,2025-11-01,WASHED CELLS,5%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED,0.7916610895803542
13523,7720113,2025-12-01,WASHED CELLS,5%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED,0.8328512735630383
13524,7720113,2026-01-01,WASHED CELLS,5%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED,0.8988549207491855
13525,7720113,2026-02-01,WASHED CELLS,5%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED,0.8675508166833166
13526,7720113,2026-03-01,WASHED CELLS,5%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED,0.8417664847407496
13527,7720113,2026-04-01,WASHED CELLS,5%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED,0.7916646507414157
13528,7720031,2025-05-01,WHOLE BLOOD,DONOR,ALLIGATOR,ALSEVERS,GENDER UNSPECIFIED,37.74080888555888
13529,7720031,2025-06-01,WHOLE BLOOD,DONOR,ALLIGATOR,ALSEVERS,GENDER UNSPECIFIED,35.95316389166389
13530,7720031,2025-07-01,WHOLE BLOOD,DONOR,ALLIGATOR,ALSEVERS,GENDER UNSPECIFIED,35.955542887667896
13531,7720031,2025-08-01,WHOLE BLOOD,DONOR,ALLIGATOR,ALSEVERS,GENDER UNSPECIFIED,36.29870630758132
13532,7720031,2025-09-01,WHOLE BLOOD,DONOR,ALLIGATOR,ALSEVERS,GENDER UNSPECIFIED,42.27196076146077
13533,7720031,2025-10-01,WHOLE BLOOD,DONOR,ALLIGATOR,ALSEVERS,GENDER UNSPECIFIED,45.036819957819944
13534,7720031,2025-11-01,WHOLE BLOOD,DONOR,ALLIGATOR,ALSEVERS,GENDER UNSPECIFIED,39.6173096070596
13535,7720031,2025-12-01,WHOLE BLOOD,DONOR,ALLIGATOR,ALSEVERS,GENDER UNSPECIFIED,39.6173096070596
13536,7720031,2026-01-01,WHOLE BLOOD,DONOR,ALLIGATOR,ALSEVERS,GENDER UNSPECIFIED,39.59600657675658
13537,7720031,2026-02-01,WHOLE BLOOD,DONOR,ALLIGATOR,ALSEVERS,GENDER UNSPECIFIED,40.42246905871906
13538,7720031,2026-03-01,WHOLE BLOOD,DONOR,ALLIGATOR,ALSEVERS,GENDER UNSPECIFIED,41.37792540792541
13539,7720031,2026-04-01,WHOLE BLOOD,DONOR,ALLIGATOR,ALSEVERS,GENDER UNSPECIFIED,41.37792540792541
13564,7720066,2025-05-01,WHOLE BLOOD,BROKER,RHESUS,NA-HEPARIN,GENDER UNSPECIFIED,0.03167194194694195
13565,7720066,2025-06-01,WHOLE BLOOD,BROKER,RHESUS,NA-HEPARIN,GENDER UNSPECIFIED,0.03344236263736265
13566,7720066,2025-07-01,WHOLE BLOOD,BROKER,RHESUS,NA-HEPARIN,GENDER UNSPECIFIED,0.022618959373959382
13567,7720066,2025-08-01,WHOLE BLOOD,BROKER,RHESUS,NA-HEPARIN,GENDER UNSPECIFIED,0.022013994893994897
13568,7720066,2025-09-01,WHOLE BLOOD,BROKER,RHESUS,NA-HEPARIN,GENDER UNSPECIFIED,0.022533630813630818
13569,7720066,2025-10-01,WHOLE BLOOD,BROKER,RHESUS,NA-HEPARIN,GENDER UNSPECIFIED,0.03350611222111223
13570,7720066,2025-11-01,WHOLE BLOOD,BROKER,RHESUS,NA-HEPARIN,GENDER UNSPECIFIED,0.030898811743811757
13571,7720066,2025-12-01,WHOLE BLOOD,BROKER,RHESUS,NA-HEPARIN,GENDER UNSPECIFIED,0.03145892329892331
13572,7720066,2026-01-01,WHOLE BLOOD,BROKER,RHESUS,NA-HEPARIN,GENDER UNSPECIFIED,0.02251007048507049
13573,7720066,2026-02-01,WHOLE BLOOD,BROKER,RHESUS,NA-HEPARIN,GENDER UNSPECIFIED,0.024793994893994902
13574,7720066,2026-03-01,WHOLE BLOOD,BROKER,RHESUS,NA-HEPARIN,GENDER UNSPECIFIED,0.02287648795648796
13575,7720066,2026-04-01,WHOLE BLOOD,BROKER,RHESUS,NA-HEPARIN,GENDER UNSPECIFIED,0.03350611222111223
13576,7200103,2025-05-01,WHOLE BLOOD,DONOR,ALLIGATOR,ALSEVERS,GENDER UNSPECIFIED,2.78096676934177
13577,7200103,2025-06-01,WHOLE BLOOD,DONOR,ALLIGATOR,ALSEVERS,GENDER UNSPECIFIED,4.765688842203548
13578,7200103,2025-07-01,WHOLE BLOOD,DONOR,ALLIGATOR,ALSEVERS,GENDER UNSPECIFIED,2.7514777776832737
13579,7200103,2025-08-01,WHOLE BLOOD,DONOR,ALLIGATOR,ALSEVERS,GENDER UNSPECIFIED,3.1062975412530376
13580,7200103,2025-09-01,WHOLE BLOOD,DONOR,ALLIGATOR,ALSEVERS,GENDER UNSPECIFIED,3.7305744000151906
13581,7200103,2025-10-01,WHOLE BLOOD,DONOR,ALLIGATOR,ALSEVERS,GENDER UNSPECIFIED,3.8185145687645687
13582,7200103,2025-11-01,WHOLE BLOOD,DONOR,ALLIGATOR,ALSEVERS,GENDER UNSPECIFIED,2.5140696580251536
13583,7200103,2025-12-01,WHOLE BLOOD,DONOR,ALLIGATOR,ALSEVERS,GENDER UNSPECIFIED,2.693125935081431
13584,7200103,2026-01-01,WHOLE BLOOD,DONOR,ALLIGATOR,ALSEVERS,GENDER UNSPECIFIED,2.67884571530121
13585,7200103,2026-02-01,WHOLE BLOOD,DONOR,ALLIGATOR,ALSEVERS,GENDER UNSPECIFIED,3.1143069452477357
13586,7200103,2026-03-01,WHOLE BLOOD,DONOR,ALLIGATOR,ALSEVERS,GENDER UNSPECIFIED,2.4464322953877913
13587,7200103,2026-04-01,WHOLE BLOOD,DONOR,ALLIGATOR,ALSEVERS,GENDER UNSPECIFIED,2.8177940447495406
13673,7721071,2025-05-01,WHOLE BLOOD,ABATTOIR,CHICKEN,ALSEVERS,GENDER UNSPECIFIED,1.9435800865800865
13674,7721071,2025-06-01,WHOLE BLOOD,ABATTOIR,CHICKEN,ALSEVERS,GENDER UNSPECIFIED,2.0110714285714284
13675,7721071,2025-07-01,WHOLE BLOOD,ABATTOIR,CHICKEN,ALSEVERS,GENDER UNSPECIFIED,1.944404761904762
13676,7721071,2025-08-01,WHOLE BLOOD,ABATTOIR,CHICKEN,ALSEVERS,GENDER UNSPECIFIED,2.0110714285714284
13677,7721071,2025-09-01,WHOLE BLOOD,ABATTOIR,CHICKEN,ALSEVERS,GENDER UNSPECIFIED,2.0010714285714286
13678,7721071,2025-10-01,WHOLE BLOOD,ABATTOIR,CHICKEN,ALSEVERS,GENDER UNSPECIFIED,2.0144047619047623
13679,7721071,2025-11-01,WHOLE BLOOD,ABATTOIR,CHICKEN,ALSEVERS,GENDER UNSPECIFIED,2.0010714285714286
13680,7721071,2025-12-01,WHOLE BLOOD,ABATTOIR,CHICKEN,ALSEVERS,GENDER UNSPECIFIED,2.0144047619047623
13681,7721071,2026-01-01,WHOLE BLOOD,ABATTOIR,CHICKEN,ALSEVERS,GENDER UNSPECIFIED,2.0010714285714286
13682,7721071,2026-02-01,WHOLE BLOOD,ABATTOIR,CHICKEN,ALSEVERS,GENDER UNSPECIFIED,2.0010714285714286
13683,7721071,2026-03-01,WHOLE BLOOD,ABATTOIR,CHICKEN,ALSEVERS,GENDER UNSPECIFIED,2.0010714285714286
14056,7720105,2025-05-01,WHOLE BLOOD,BROKER,RHESUS,ALSEVERS,GENDER UNSPECIFIED,0.49644765151515147
14057,7720105,2025-06-01,WHOLE BLOOD,BROKER,RHESUS,ALSEVERS,GENDER UNSPECIFIED,0.46198434634809643
14058,7720105,2025-07-01,WHOLE BLOOD,BROKER,RHESUS,ALSEVERS,GENDER UNSPECIFIED,0.5016238578088577
14059,7720105,2025-08-01,WHOLE BLOOD,BROKER,RHESUS,ALSEVERS,GENDER UNSPECIFIED,0.6801990529791847
14060,7720105,2025-09-01,WHOLE BLOOD,BROKER,RHESUS,ALSEVERS,GENDER UNSPECIFIED,0.6609027214452214
14061,7720105,2025-10-01,WHOLE BLOOD,BROKER,RHESUS,ALSEVERS,GENDER UNSPECIFIED,0.6243643706293706
14062,7720105,2025-11-01,WHOLE BLOOD,BROKER,RHESUS,ALSEVERS,GENDER UNSPECIFIED,0.6036329254079255
14063,7720105,2025-12-01,WHOLE BLOOD,BROKER,RHESUS,ALSEVERS,GENDER UNSPECIFIED,0.627110745920746
14064,7720105,2026-01-01,WHOLE BLOOD,BROKER,RHESUS,ALSEVERS,GENDER UNSPECIFIED,0.6101112587412587
14065,7720105,2026-02-01,WHOLE BLOOD,BROKER,RHESUS,ALSEVERS,GENDER UNSPECIFIED,0.629157092074592
14066,7720105,2026-03-01,WHOLE BLOOD,BROKER,RHESUS,ALSEVERS,GENDER UNSPECIFIED,0.629157092074592
14067,7720105,2026-04-01,WHOLE BLOOD,BROKER,RHESUS,ALSEVERS,GENDER UNSPECIFIED,0.629157092074592
14764,7203707,2025-05-01,WHOLE BLOOD,BROKER,HUMAN,K2-EDTA,GENDER UNSPECIFIED,0.06224012820512818
14765,7203707,2025-06-01,WHOLE BLOOD,BROKER,HUMAN,K2-EDTA,GENDER UNSPECIFIED,0.05572324064824063
14766,7203707,2025-07-01,WHOLE BLOOD,BROKER,HUMAN,K2-EDTA,GENDER UNSPECIFIED,0.028645626040626048
14767,7203707,2025-08-01,WHOLE BLOOD,BROKER,HUMAN,K2-EDTA,GENDER UNSPECIFIED,0.035936311466311474
14768,7203707,2025-09-01,WHOLE BLOOD,BROKER,HUMAN,K2-EDTA,GENDER UNSPECIFIED,0.04177218448218447
14769,7203707,2025-10-01,WHOLE BLOOD,BROKER,HUMAN,K2-EDTA,GENDER UNSPECIFIED,0.021130467310467308
14770,7203707,2025-11-01,WHOLE BLOOD,BROKER,HUMAN,K2-EDTA,GENDER UNSPECIFIED,0.03383789155289156
14771,7203707,2025-12-01,WHOLE BLOOD,BROKER,HUMAN,K2-EDTA,GENDER UNSPECIFIED,0.032447836607836615
14772,7203707,2026-01-01,WHOLE BLOOD,BROKER,HUMAN,K2-EDTA,GENDER UNSPECIFIED,0.03247336774336775
14773,7203707,2026-02-01,WHOLE BLOOD,BROKER,HUMAN,K2-EDTA,GENDER UNSPECIFIED,0.035936311466311474
14774,7203707,2026-03-01,WHOLE BLOOD,BROKER,HUMAN,K2-EDTA,GENDER UNSPECIFIED,0.04177218448218447
14775,7203707,2026-04-01,WHOLE BLOOD,BROKER,HUMAN,K2-EDTA,GENDER UNSPECIFIED,0.021130467310467308
15185,7203710,2025-05-01,WHOLE BLOOD,BROKER,HUMAN,LI-HEPARIN,GENDER UNSPECIFIED,0.07450000000000002
15186,7203710,2025-06-01,WHOLE BLOOD,BROKER,HUMAN,LI-HEPARIN,GENDER UNSPECIFIED,0.07450000000000002
15187,7203710,2025-07-01,WHOLE BLOOD,BROKER,HUMAN,LI-HEPARIN,GENDER UNSPECIFIED,0.07450000000000002
15188,7203710,2025-08-01,WHOLE BLOOD,BROKER,HUMAN,LI-HEPARIN,GENDER UNSPECIFIED,0.07450000000000002
15189,7203710,2025-09-01,WHOLE BLOOD,BROKER,HUMAN,LI-HEPARIN,GENDER UNSPECIFIED,0.07450000000000002
15190,7203710,2025-10-01,WHOLE BLOOD,BROKER,HUMAN,LI-HEPARIN,GENDER UNSPECIFIED,0.07450000000000002
15191,7203710,2025-11-01,WHOLE BLOOD,BROKER,HUMAN,LI-HEPARIN,GENDER UNSPECIFIED,0.07450000000000002
15192,7203710,2025-12-01,WHOLE BLOOD,BROKER,HUMAN,LI-HEPARIN,GENDER UNSPECIFIED,0.07450000000000002
15193,7203710,2026-01-01,WHOLE BLOOD,BROKER,HUMAN,LI-HEPARIN,GENDER UNSPECIFIED,0.07450000000000002
15194,7203710,2026-02-01,WHOLE BLOOD,BROKER,HUMAN,LI-HEPARIN,GENDER UNSPECIFIED,0.07450000000000002
15195,7203710,2026-03-01,WHOLE BLOOD,BROKER,HUMAN,LI-HEPARIN,GENDER UNSPECIFIED,0.07450000000000002
15419,7203711,2025-05-01,WHOLE BLOOD,BROKER,HUMAN,NA-HEPARIN,GENDER UNSPECIFIED,1.0589
15420,7203711,2025-06-01,WHOLE BLOOD,BROKER,HUMAN,NA-HEPARIN,GENDER UNSPECIFIED,1.0589
15421,7203711,2025-07-01,WHOLE BLOOD,BROKER,HUMAN,NA-HEPARIN,GENDER UNSPECIFIED,1.0589
15422,7203711,2025-08-01,WHOLE BLOOD,BROKER,HUMAN,NA-HEPARIN,GENDER UNSPECIFIED,1.0589
15423,7203711,2025-09-01,WHOLE BLOOD,BROKER,HUMAN,NA-HEPARIN,GENDER UNSPECIFIED,1.0589
15424,7203711,2025-10-01,WHOLE BLOOD,BROKER,HUMAN,NA-HEPARIN,GENDER UNSPECIFIED,1.0589
22099,7249408,2025-05-01,WASHED CELLS,10%,TURKEY,ALSEVERS,GENDER UNSPECIFIED,0.10495285353535351
22100,7241408,2025-05-01,WASHED CELLS,10%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED,1.6000010592185594
22101,7241408,2025-06-01,WASHED CELLS,10%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED,1.690116838716839
22102,7241408,2025-07-01,WASHED CELLS,10%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED,1.6543453246753248
22103,7241408,2025-08-01,WASHED CELLS,10%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED,1.5119996475746476
22104,7241408,2025-09-01,WASHED CELLS,10%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED,1.5555710905760907
22105,7241408,2025-10-01,WASHED CELLS,10%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED,1.6092667218892223
22106,7241408,2025-11-01,WASHED CELLS,10%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED,1.66134840992341
22107,7241408,2025-12-01,WASHED CELLS,10%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED,1.5616590767565761
22108,7241408,2026-01-01,WASHED CELLS,10%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED,1.5314980197580197
22109,7241408,2026-02-01,WASHED CELLS,10%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED,1.575570311355312
22110,7241408,2026-03-01,WASHED CELLS,10%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED,1.6170359382284385
22111,7241408,2026-04-01,WASHED CELLS,10%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED,1.6302063644688642
22160,7241409,2025-05-01,WASHED CELLS,5%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED,0.5503689756811816
22161,7241409,2025-06-01,WASHED CELLS,5%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED,0.5933697956945015
22162,7241409,2025-07-01,WASHED CELLS,5%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED,0.5906128229450289
22163,7241409,2025-08-01,WASHED CELLS,5%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED,0.6024317767689826
22164,7241409,2025-09-01,WASHED CELLS,5%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED,0.57947238421709
22165,7241409,2025-10-01,WASHED CELLS,5%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED,0.58990744415715
22166,7241409,2025-11-01,WASHED CELLS,5%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED,0.5795874635821694
22167,7241409,2025-12-01,WASHED CELLS,5%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED,0.5824136540583599
22168,7241409,2026-01-01,WASHED CELLS,5%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED,0.5824136540583599
22169,7241409,2026-02-01,WASHED CELLS,5%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED,0.5824136540583599
22170,7241409,2026-03-01,WASHED CELLS,5%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED,0.5824136540583599
22171,7241409,2026-04-01,WASHED CELLS,5%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED,0.5824136540583599
22205,7244907,2025-05-01,WASHED CELLS,5%,PORCINE,ALSEVERS,GENDER UNSPECIFIED,0.03863333333333334
22206,7244907,2025-06-01,WASHED CELLS,5%,PORCINE,ALSEVERS,GENDER UNSPECIFIED,0.03863333333333334
22207,7244907,2025-07-01,WASHED CELLS,5%,PORCINE,ALSEVERS,GENDER UNSPECIFIED,0.03863333333333334
22268,7239001,2025-05-01,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED,11.341304587079588
22269,7239001,2025-06-01,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED,15.927662165612167
22270,7239001,2025-07-01,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED,14.58459095071595
22271,7239001,2025-08-01,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED,13.348293731268727
22272,7239001,2025-09-01,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED,11.86365177322677
22273,7239001,2025-10-01,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED,11.317021253746253
22274,7239001,2025-11-01,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED,12.526487198912196
